respondent_id,gender,age_group,household_size,region,province,district,survey_date,year,month,school_attendance,health_service_access,clean_water_access,food_security_status,response_complete,missing_fields_count
R0699,Male,25-34,7,Central Highlands,South Ridge,District C,2024-02-15,2024,Feb,No,Yes,No,Insecure,False,3
R0700,Male,18-24,5,Central Highlands,East Plains,District B,2024-03-16,2024,Mar,No,Yes,Yes,Secure,True,0
R0701,Female,25-34,8,Central Highlands,North Valley,District C,2024-03-05,2024,Mar,Yes,No,Yes,Insecure,True,0
R0702,Female,50+,7,Central Highlands,East Plains,District C,2024-02-06,2024,Feb,Yes,No,Yes,Insecure,True,0
R0703,Male,18-24,5,Central Highlands,North Valley,District C,2024-02-08,2024,Feb,Yes,Yes,No,Insecure,True,0
R0704,Female,50+,7,Central Highlands,East Plains,District C,2024-04-04,2024,Apr,No,Yes,No,Insecure,False,1
R0705,Male,50+,2,Central Highlands,North Valley,District A,2024-04-24,2024,Apr,Yes,Yes,Yes,Secure,False,1
R0706,Male,18-24,9,Central Highlands,South Ridge,District C,2024-04-16,2024,Apr,Yes,No,Yes,Insecure,False,3
R0707,Female,25-34,3,Central Highlands,North Valley,District C,2024-03-08,2024,Mar,Yes,Yes,No,Secure,False,2
R0708,Male,35-49,6,Central Highlands,North Valley,District B,2024-03-18,2024,Mar,Yes,No,Yes,Secure,False,2
R0709,Female,35-49,5,Central Highlands,North Valley,District A,2024-01-02,2024,Jan,Yes,Yes,Yes,Insecure,True,0
R0710,Female,18-24,8,Central Highlands,East Plains,District A,2024-03-12,2024,Mar,Yes,Yes,Yes,Insecure,True,0
R0711,Female,25-34,6,Central Highlands,East Plains,District B,2024-02-15,2024,Feb,No,No,Yes,Insecure,True,0
R0712,Female,50+,6,Central Highlands,North Valley,District A,2024-01-10,2024,Jan,Yes,Yes,Yes,Insecure,False,3
R0713,Male,25-34,1,Central Highlands,South Ridge,District B,2024-03-17,2024,Mar,Yes,Yes,Yes,Secure,True,0
R0714,Male,50+,8,Central Highlands,East Plains,District B,2024-01-30,2024,Jan,Yes,No,No,Insecure,True,0
R0715,Male,18-24,6,Central Highlands,North Valley,District A,2024-04-23,2024,Apr,No,Yes,Yes,Secure,True,0
R0716,Male,35-49,5,Central Highlands,North Valley,District C,2024-03-02,2024,Mar,No,Yes,No,Secure,False,1
R0717,Male,25-34,3,Central Highlands,North Valley,District A,2024-02-22,2024,Feb,Yes,No,Yes,Secure,True,0
R0718,Female,25-34,8,Central Highlands,East Plains,District B,2024-03-03,2024,Mar,No,Yes,Yes,Insecure,True,0
R0719,Male,18-24,8,Central Highlands,South Ridge,District C,2024-04-21,2024,Apr,No,Yes,No,Insecure,False,3
R0720,Female,25-34,4,Central Highlands,East Plains,District B,2024-01-17,2024,Jan,No,No,No,Secure,True,0
R0721,Female,50+,8,Central Highlands,South Ridge,District A,2024-03-22,2024,Mar,No,Yes,No,Secure,True,0
R0722,Male,18-24,2,Central Highlands,North Valley,District B,2024-01-19,2024,Jan,Yes,Yes,Yes,Secure,False,1
R0723,Female,50+,10,Central Highlands,South Ridge,District B,2024-04-15,2024,Apr,No,Yes,No,Secure,True,0
R0724,Female,25-34,9,Central Highlands,North Valley,District A,2024-04-28,2024,Apr,Yes,Yes,No,Insecure,True,0
R0725,Male,18-24,4,Central Highlands,South Ridge,District C,2024-01-06,2024,Jan,No,No,Yes,Secure,False,3
R0726,Male,25-34,4,Central Highlands,North Valley,District A,2024-04-13,2024,Apr,No,No,Yes,Insecure,True,0
R0727,Male,35-49,10,Central Highlands,East Plains,District C,2024-01-27,2024,Jan,Yes,Yes,No,Insecure,False,3
R0728,Female,18-24,1,Central Highlands,South Ridge,District B,2024-04-18,2024,Apr,Yes,No,No,Insecure,False,3
R0729,Male,35-49,1,Central Highlands,South Ridge,District B,2024-02-08,2024,Feb,Yes,Yes,Yes,Secure,False,1
R0730,Female,50+,9,Central Highlands,South Ridge,District C,2024-01-23,2024,Jan,Yes,Yes,Yes,Insecure,False,3
R0731,Male,50+,4,Central Highlands,East Plains,District B,2024-03-13,2024,Mar,No,No,Yes,Insecure,False,2
R0732,Male,50+,8,Central Highlands,South Ridge,District C,2024-03-23,2024,Mar,Yes,No,Yes,Secure,False,3
R0733,Male,18-24,1,Central Highlands,North Valley,District A,2024-01-09,2024,Jan,No,Yes,No,Secure,False,2
R0734,Female,35-49,3,Central Highlands,North Valley,District B,2024-04-15,2024,Apr,Yes,No,No,Secure,False,1
R0735,Male,18-24,6,Central Highlands,South Ridge,District B,2024-03-19,2024,Mar,No,No,Yes,Insecure,True,0
R0736,Male,35-49,8,Central Highlands,East Plains,District A,2024-01-28,2024,Jan,No,Yes,Yes,Secure,True,0
R0737,Male,18-24,1,Central Highlands,South Ridge,District A,2024-01-24,2024,Jan,No,Yes,No,Secure,True,0
R0738,Female,35-49,3,Central Highlands,North Valley,District A,2024-02-20,2024,Feb,Yes,Yes,No,Insecure,False,1
R0739,Female,35-49,8,Central Highlands,South Ridge,District C,2024-03-12,2024,Mar,Yes,Yes,No,Insecure,False,2
R0740,Female,18-24,9,Central Highlands,East Plains,District C,2024-03-18,2024,Mar,No,Yes,No,Insecure,False,2
R0741,Female,25-34,10,Central Highlands,South Ridge,District C,2024-04-19,2024,Apr,Yes,No,No,Insecure,False,2
R0742,Male,18-24,1,Central Highlands,East Plains,District C,2024-04-21,2024,Apr,Yes,No,No,Insecure,True,0
R0743,Male,18-24,9,Central Highlands,East Plains,District A,2024-02-28,2024,Feb,No,Yes,No,Insecure,True,0
R0744,Male,35-49,10,Central Highlands,East Plains,District A,2024-02-02,2024,Feb,No,No,Yes,Secure,True,0
R0745,Male,35-49,10,Central Highlands,South Ridge,District A,2024-02-03,2024,Feb,Yes,No,Yes,Insecure,False,2
R0746,Male,25-34,1,Central Highlands,East Plains,District B,2024-02-09,2024,Feb,No,No,No,Secure,True,0
R0747,Male,35-49,10,Central Highlands,North Valley,District B,2024-02-12,2024,Feb,Yes,Yes,Yes,Secure,False,2
R0748,Male,18-24,10,Central Highlands,South Ridge,District C,2024-01-31,2024,Jan,Yes,No,No,Insecure,True,0
R0749,Male,25-34,3,Central Highlands,North Valley,District B,2024-02-11,2024,Feb,Yes,Yes,Yes,Insecure,True,0
R0750,Male,25-34,3,Central Highlands,South Ridge,District A,2024-03-28,2024,Mar,Yes,No,Yes,Secure,False,3
R0751,Male,18-24,6,Central Highlands,North Valley,District A,2024-03-20,2024,Mar,Yes,No,No,Insecure,False,3
R0752,Male,18-24,8,Central Highlands,South Ridge,District A,2024-03-22,2024,Mar,No,Yes,Yes,Insecure,True,0
R0753,Male,25-34,2,Central Highlands,North Valley,District B,2024-01-03,2024,Jan,Yes,No,Yes,Insecure,False,3
R0754,Female,18-24,2,Central Highlands,North Valley,District A,2024-04-20,2024,Apr,No,Yes,No,Insecure,False,2
R0755,Male,50+,9,Central Highlands,East Plains,District C,2024-01-13,2024,Jan,No,No,Yes,Secure,False,1
R0756,Male,35-49,2,Central Highlands,East Plains,District A,2024-03-24,2024,Mar,No,Yes,No,Secure,True,0
R0757,Male,35-49,3,Central Highlands,East Plains,District A,2024-01-21,2024,Jan,Yes,No,No,Secure,True,0
R0758,Female,18-24,9,Central Highlands,North Valley,District B,2024-01-31,2024,Jan,Yes,Yes,No,Insecure,False,2
R0759,Male,25-34,3,Central Highlands,North Valley,District C,2024-01-27,2024,Jan,No,Yes,Yes,Insecure,False,3
R0760,Female,35-49,9,Central Highlands,South Ridge,District B,2024-03-07,2024,Mar,No,No,Yes,Insecure,True,0
R0761,Male,35-49,4,Central Highlands,South Ridge,District B,2024-02-01,2024,Feb,No,No,No,Secure,True,0
R0762,Female,25-34,2,Central Highlands,South Ridge,District C,2024-04-15,2024,Apr,Yes,No,No,Secure,False,2
R0763,Male,18-24,10,Central Highlands,East Plains,District B,2024-01-31,2024,Jan,No,No,Yes,Secure,True,0
R0764,Male,25-34,9,Central Highlands,North Valley,District C,2024-03-28,2024,Mar,Yes,No,Yes,Insecure,True,0
R0765,Female,25-34,8,Central Highlands,East Plains,District B,2024-04-17,2024,Apr,Yes,Yes,No,Secure,True,0
R0766,Female,35-49,8,Central Highlands,North Valley,District A,2024-04-18,2024,Apr,No,Yes,Yes,Secure,False,2
R0767,Female,35-49,6,Central Highlands,North Valley,District C,2024-04-09,2024,Apr,No,Yes,Yes,Insecure,True,0
R0768,Male,25-34,10,Central Highlands,South Ridge,District C,2024-01-02,2024,Jan,Yes,Yes,Yes,Insecure,False,2
R0769,Male,35-49,5,Central Highlands,South Ridge,District B,2024-03-21,2024,Mar,Yes,Yes,No,Secure,False,1
R0770,Male,50+,5,Central Highlands,East Plains,District C,2024-04-18,2024,Apr,Yes,No,Yes,Secure,False,1
R0771,Male,25-34,1,Central Highlands,North Valley,District C,2024-03-19,2024,Mar,Yes,Yes,Yes,Insecure,True,0
R0772,Male,35-49,9,Central Highlands,North Valley,District B,2024-01-13,2024,Jan,Yes,No,No,Insecure,False,3
R0773,Male,35-49,10,Central Highlands,South Ridge,District A,2024-01-22,2024,Jan,No,No,No,Insecure,False,1
R0774,Male,35-49,10,Central Highlands,North Valley,District C,2024-04-14,2024,Apr,No,Yes,Yes,Secure,True,0
R0775,Male,18-24,6,Central Highlands,North Valley,District B,2024-03-25,2024,Mar,Yes,No,No,Insecure,True,0
R0776,Male,35-49,1,Central Highlands,East Plains,District B,2024-03-07,2024,Mar,No,Yes,Yes,Secure,False,2
R0777,Male,18-24,10,Central Highlands,South Ridge,District B,2024-02-20,2024,Feb,No,Yes,Yes,Secure,False,3
R0778,Female,25-34,7,Central Highlands,East Plains,District B,2024-04-20,2024,Apr,Yes,Yes,No,Insecure,True,0
R0779,Male,50+,7,Central Highlands,South Ridge,District C,2024-03-26,2024,Mar,No,No,Yes,Insecure,False,3
R0780,Male,18-24,8,Central Highlands,North Valley,District A,2024-03-23,2024,Mar,Yes,Yes,Yes,Secure,False,2
R0781,Female,25-34,5,Central Highlands,South Ridge,District A,2024-01-15,2024,Jan,No,No,No,Secure,True,0
R0782,Male,50+,7,Central Highlands,North Valley,District A,2024-01-21,2024,Jan,Yes,No,Yes,Insecure,False,3
R0783,Male,50+,7,Central Highlands,East Plains,District B,2024-03-01,2024,Mar,No,Yes,No,Secure,True,0
R0784,Male,50+,8,Central Highlands,North Valley,District A,2024-04-27,2024,Apr,Yes,Yes,Yes,Secure,False,2
R0785,Female,35-49,2,Central Highlands,East Plains,District A,2024-03-30,2024,Mar,No,No,No,Secure,False,3
R0786,Female,35-49,6,Central Highlands,East Plains,District A,2024-04-11,2024,Apr,Yes,Yes,No,Secure,False,3
R0787,Male,18-24,2,Central Highlands,East Plains,District C,2024-02-07,2024,Feb,No,No,No,Insecure,True,0
R0788,Male,25-34,1,Central Highlands,North Valley,District C,2024-01-24,2024,Jan,Yes,Yes,No,Insecure,True,0
R0789,Female,50+,3,Central Highlands,South Ridge,District B,2024-02-05,2024,Feb,No,No,No,Secure,False,3
R0790,Male,18-24,8,Central Highlands,North Valley,District B,2024-02-04,2024,Feb,Yes,No,Yes,Secure,False,2
R0791,Male,25-34,5,Central Highlands,East Plains,District B,2024-02-23,2024,Feb,No,Yes,Yes,Secure,True,0
R0792,Male,18-24,9,Central Highlands,North Valley,District A,2024-03-12,2024,Mar,No,No,No,Secure,True,0
R0793,Female,18-24,10,Central Highlands,East Plains,District C,2024-01-27,2024,Jan,Yes,Yes,No,Secure,False,1
R0794,Male,35-49,8,Central Highlands,South Ridge,District B,2024-01-13,2024,Jan,No,Yes,No,Insecure,False,1
R0795,Female,35-49,7,Central Highlands,South Ridge,District C,2024-04-23,2024,Apr,Yes,Yes,No,Secure,False,2
R0796,Male,25-34,8,Central Highlands,East Plains,District B,2024-01-03,2024,Jan,No,No,No,Secure,False,2
R0797,Male,50+,4,Central Highlands,North Valley,District B,2024-01-08,2024,Jan,Yes,Yes,No,Secure,True,0
R0798,Male,35-49,2,Central Highlands,South Ridge,District B,2024-02-16,2024,Feb,No,No,No,Secure,False,1
R0799,Male,35-49,3,Central Highlands,South Ridge,District B,2024-03-03,2024,Mar,No,Yes,No,Secure,False,3
R0800,Male,18-24,2,Central Highlands,North Valley,District A,2024-01-04,2024,Jan,No,Yes,No,Insecure,True,0
R0801,Female,18-24,8,Central Highlands,North Valley,District C,2024-03-27,2024,Mar,Yes,Yes,Yes,Insecure,False,3
R0802,Male,35-49,5,Central Highlands,East Plains,District C,2024-01-21,2024,Jan,No,No,No,Secure,False,3
R0803,Female,25-34,5,Central Highlands,East Plains,District C,2024-03-06,2024,Mar,Yes,No,Yes,Insecure,True,0
R0804,Male,50+,1,Central Highlands,South Ridge,District B,2024-04-11,2024,Apr,No,Yes,Yes,Secure,True,0
R0805,Male,50+,8,Central Highlands,North Valley,District C,2024-03-07,2024,Mar,Yes,No,Yes,Secure,False,2
R0806,Female,50+,7,Central Highlands,East Plains,District B,2024-04-27,2024,Apr,Yes,No,No,Secure,True,0
R0807,Female,50+,1,Central Highlands,East Plains,District A,2024-01-13,2024,Jan,Yes,Yes,No,Secure,True,0
R0808,Male,25-34,6,Central Highlands,South Ridge,District B,2024-01-09,2024,Jan,Yes,No,No,Insecure,True,0
R0809,Male,35-49,2,Central Highlands,East Plains,District A,2024-01-11,2024,Jan,Yes,No,No,Insecure,True,0
R0810,Female,50+,9,Central Highlands,North Valley,District B,2024-03-17,2024,Mar,Yes,No,No,Insecure,False,2
R0811,Male,50+,4,Central Highlands,South Ridge,District A,2024-02-05,2024,Feb,No,No,Yes,Secure,True,0
R0812,Male,35-49,3,Central Highlands,South Ridge,District C,2024-02-19,2024,Feb,Yes,No,No,Secure,False,1
R0813,Male,25-34,3,Central Highlands,East Plains,District A,2024-02-14,2024,Feb,No,No,Yes,Insecure,False,1
R0814,Female,50+,7,Central Highlands,South Ridge,District A,2024-04-11,2024,Apr,No,No,Yes,Insecure,False,1
R0815,Male,50+,10,Central Highlands,North Valley,District C,2024-03-27,2024,Mar,No,No,No,Insecure,False,3
R0816,Male,50+,9,Central Highlands,South Ridge,District B,2024-01-19,2024,Jan,No,No,No,Insecure,False,1
R0817,Female,50+,5,Central Highlands,North Valley,District B,2024-03-22,2024,Mar,No,Yes,Yes,Secure,False,1
R0818,Female,18-24,8,Central Highlands,North Valley,District C,2024-02-04,2024,Feb,Yes,Yes,Yes,Insecure,True,0
R0819,Male,25-34,3,Central Highlands,South Ridge,District B,2024-01-30,2024,Jan,No,No,No,Insecure,True,0
R0820,Male,25-34,9,Central Highlands,North Valley,District A,2024-02-16,2024,Feb,No,Yes,Yes,Secure,False,3
R0821,Male,50+,5,Central Highlands,South Ridge,District C,2024-03-29,2024,Mar,Yes,Yes,Yes,Secure,False,3
R0822,Male,18-24,5,Central Highlands,North Valley,District A,2024-01-29,2024,Jan,No,No,No,Secure,False,2
R0823,Male,50+,7,Central Highlands,South Ridge,District A,2024-01-05,2024,Jan,Yes,Yes,Yes,Secure,False,3
R0824,Female,25-34,1,Central Highlands,East Plains,District B,2024-03-30,2024,Mar,No,No,Yes,Insecure,True,0
R0825,Male,18-24,6,Central Highlands,North Valley,District C,2024-03-30,2024,Mar,No,Yes,Yes,Secure,False,2
R0826,Female,35-49,6,Central Highlands,East Plains,District B,2024-02-08,2024,Feb,Yes,Yes,No,Insecure,False,2
R0827,Female,50+,2,Central Highlands,East Plains,District C,2024-04-12,2024,Apr,No,Yes,No,Secure,False,1
R0828,Female,35-49,2,Central Highlands,East Plains,District A,2024-01-10,2024,Jan,No,No,No,Secure,False,1
R0829,Female,25-34,6,Central Highlands,East Plains,District C,2024-02-20,2024,Feb,Yes,No,Yes,Insecure,False,3
R0830,Female,35-49,1,Central Highlands,North Valley,District A,2024-03-08,2024,Mar,Yes,Yes,Yes,Secure,False,3
R0831,Female,35-49,8,Central Highlands,South Ridge,District A,2024-01-31,2024,Jan,Yes,No,No,Insecure,False,2
R0832,Female,18-24,3,Central Highlands,South Ridge,District C,2024-04-19,2024,Apr,No,No,Yes,Insecure,False,2
R0833,Female,35-49,1,Central Highlands,East Plains,District A,2024-02-09,2024,Feb,No,Yes,Yes,Insecure,True,0
R0834,Male,35-49,9,Central Highlands,South Ridge,District B,2024-04-22,2024,Apr,No,Yes,Yes,Secure,True,0
R0835,Female,18-24,3,Central Highlands,East Plains,District A,2024-01-15,2024,Jan,No,Yes,No,Insecure,True,0
R0836,Female,50+,5,Central Highlands,South Ridge,District C,2024-01-02,2024,Jan,No,Yes,No,Insecure,True,0
R0837,Male,50+,4,Central Highlands,East Plains,District C,2024-02-06,2024,Feb,No,No,No,Secure,True,0
R0838,Female,35-49,9,Central Highlands,South Ridge,District A,2024-03-12,2024,Mar,No,Yes,Yes,Secure,False,3
R0839,Male,18-24,5,Central Highlands,North Valley,District A,2024-01-05,2024,Jan,No,Yes,No,Insecure,False,2
R0840,Male,25-34,7,Central Highlands,North Valley,District C,2024-02-03,2024,Feb,Yes,Yes,No,Secure,False,3
R0841,Male,25-34,1,Central Highlands,North Valley,District C,2024-01-19,2024,Jan,Yes,Yes,Yes,Insecure,False,3
R0842,Female,18-24,2,Central Highlands,North Valley,District C,2024-03-31,2024,Mar,Yes,Yes,No,Insecure,True,0
R0843,Female,25-34,8,Central Highlands,South Ridge,District C,2024-04-12,2024,Apr,Yes,No,No,Insecure,False,2
R0844,Male,25-34,3,Central Highlands,North Valley,District A,2024-04-21,2024,Apr,Yes,Yes,Yes,Insecure,False,2
R0845,Female,35-49,7,Central Highlands,South Ridge,District A,2024-02-24,2024,Feb,Yes,No,Yes,Secure,True,0
R0846,Male,25-34,6,Central Highlands,South Ridge,District B,2024-01-24,2024,Jan,Yes,No,No,Insecure,True,0
R0847,Female,50+,7,Central Highlands,East Plains,District A,2024-01-15,2024,Jan,Yes,Yes,Yes,Secure,False,1
R0848,Female,35-49,5,Central Highlands,North Valley,District C,2024-04-23,2024,Apr,Yes,No,Yes,Insecure,True,0
R0849,Male,18-24,1,Central Highlands,South Ridge,District C,2024-01-29,2024,Jan,Yes,No,No,Insecure,False,3
R0850,Female,35-49,10,Central Highlands,East Plains,District B,2024-03-09,2024,Mar,Yes,Yes,No,Secure,False,2
R0851,Male,50+,5,Central Highlands,East Plains,District C,2024-01-12,2024,Jan,Yes,Yes,Yes,Secure,False,1
R0852,Male,50+,10,Central Highlands,East Plains,District B,2024-01-16,2024,Jan,No,No,No,Secure,False,1
R0853,Female,50+,1,Central Highlands,East Plains,District B,2024-03-11,2024,Mar,No,Yes,No,Insecure,True,0
R0854,Male,18-24,8,Central Highlands,South Ridge,District C,2024-04-14,2024,Apr,No,Yes,Yes,Insecure,False,3
R0855,Female,50+,10,Central Highlands,East Plains,District C,2024-02-05,2024,Feb,Yes,No,No,Insecure,False,1
R0856,Female,50+,9,Central Highlands,East Plains,District A,2024-01-14,2024,Jan,No,No,Yes,Insecure,False,2
R0857,Female,50+,10,Central Highlands,South Ridge,District C,2024-04-11,2024,Apr,Yes,Yes,Yes,Secure,True,0
R0858,Female,18-24,8,Central Highlands,North Valley,District B,2024-03-24,2024,Mar,No,No,No,Insecure,False,2
R0859,Male,25-34,5,Central Highlands,East Plains,District A,2024-03-07,2024,Mar,Yes,Yes,Yes,Insecure,False,1
R0860,Male,35-49,5,Central Highlands,South Ridge,District C,2024-02-04,2024,Feb,No,No,Yes,Secure,False,1
R0861,Female,18-24,10,Central Highlands,South Ridge,District B,2024-01-30,2024,Jan,Yes,Yes,No,Secure,False,1
R0862,Female,18-24,9,Central Highlands,East Plains,District B,2024-01-10,2024,Jan,No,No,Yes,Insecure,False,2
R0863,Male,50+,2,Central Highlands,East Plains,District A,2024-02-28,2024,Feb,No,Yes,No,Insecure,False,3
R0864,Female,25-34,7,Central Highlands,East Plains,District A,2024-01-09,2024,Jan,Yes,Yes,No,Insecure,True,0
R0865,Male,50+,7,Central Highlands,North Valley,District C,2024-02-19,2024,Feb,No,Yes,Yes,Secure,True,0
R0866,Male,25-34,1,Central Highlands,East Plains,District C,2024-04-17,2024,Apr,No,No,Yes,Insecure,True,0
R0867,Male,35-49,6,Central Highlands,North Valley,District C,2024-01-26,2024,Jan,No,Yes,No,Insecure,False,1
R0868,Male,18-24,1,Central Highlands,South Ridge,District A,2024-03-15,2024,Mar,Yes,Yes,No,Insecure,False,1
R0869,Male,25-34,5,Central Highlands,South Ridge,District A,2024-01-24,2024,Jan,Yes,No,Yes,Secure,True,0
R0870,Female,25-34,4,Central Highlands,East Plains,District B,2024-03-22,2024,Mar,Yes,Yes,Yes,Insecure,False,3
R0871,Male,35-49,10,Central Highlands,North Valley,District A,2024-03-18,2024,Mar,No,Yes,No,Insecure,True,0
R0872,Male,50+,1,Central Highlands,East Plains,District A,2024-01-24,2024,Jan,No,No,No,Insecure,False,1
R0873,Female,25-34,6,Central Highlands,South Ridge,District C,2024-03-08,2024,Mar,No,No,Yes,Secure,False,2
R0874,Male,25-34,3,Central Highlands,South Ridge,District A,2024-04-07,2024,Apr,Yes,Yes,No,Insecure,False,3
R0875,Male,18-24,6,Central Highlands,East Plains,District B,2024-01-11,2024,Jan,No,Yes,Yes,Insecure,False,3
R0876,Male,25-34,4,Central Highlands,North Valley,District A,2024-01-06,2024,Jan,No,No,Yes,Secure,False,3
R0877,Female,18-24,8,Central Highlands,North Valley,District B,2024-04-30,2024,Apr,No,Yes,No,Secure,False,1
R0878,Male,50+,1,Central Highlands,North Valley,District A,2024-04-09,2024,Apr,No,Yes,Yes,Insecure,False,1
R0879,Male,50+,5,Central Highlands,East Plains,District C,2024-01-05,2024,Jan,No,No,Yes,Insecure,False,2
R0880,Male,50+,8,Central Highlands,East Plains,District C,2024-01-06,2024,Jan,Yes,Yes,No,Insecure,True,0
R0881,Female,18-24,4,Central Highlands,East Plains,District C,2024-01-28,2024,Jan,Yes,No,No,Secure,True,0
R0882,Male,25-34,10,Central Highlands,South Ridge,District B,2024-01-24,2024,Jan,No,No,Yes,Secure,False,1
R0883,Female,35-49,10,Central Highlands,South Ridge,District B,2024-01-16,2024,Jan,No,No,No,Insecure,True,0
R0884,Female,35-49,3,Central Highlands,South Ridge,District A,2024-02-17,2024,Feb,No,Yes,No,Insecure,False,2
R0885,Male,50+,1,Central Highlands,East Plains,District A,2024-03-15,2024,Mar,Yes,Yes,Yes,Secure,False,1
R0886,Male,18-24,8,Central Highlands,South Ridge,District B,2024-03-12,2024,Mar,No,No,Yes,Insecure,True,0
R0887,Female,25-34,2,Central Highlands,East Plains,District A,2024-03-20,2024,Mar,No,Yes,No,Secure,False,2
R0888,Male,35-49,8,Central Highlands,South Ridge,District C,2024-02-20,2024,Feb,No,No,Yes,Secure,False,2
R0889,Female,25-34,3,Central Highlands,North Valley,District A,2024-01-25,2024,Jan,Yes,Yes,No,Secure,False,2
R0890,Female,35-49,2,Central Highlands,East Plains,District B,2024-01-25,2024,Jan,Yes,Yes,Yes,Secure,False,2
R0891,Male,25-34,9,Central Highlands,East Plains,District C,2024-02-10,2024,Feb,No,No,Yes,Insecure,False,2
R0892,Male,50+,5,Central Highlands,North Valley,District B,2024-04-15,2024,Apr,No,No,Yes,Insecure,False,3
R0893,Male,18-24,3,Central Highlands,North Valley,District A,2024-03-16,2024,Mar,No,No,No,Secure,False,3
R0894,Male,50+,8,Central Highlands,East Plains,District C,2024-04-18,2024,Apr,No,Yes,No,Secure,True,0
R0895,Male,35-49,4,Central Highlands,South Ridge,District C,2024-04-26,2024,Apr,No,No,Yes,Secure,False,3
R0896,Male,35-49,9,Central Highlands,North Valley,District C,2024-03-03,2024,Mar,Yes,No,No,Insecure,False,2
R0897,Female,35-49,9,Central Highlands,South Ridge,District C,2024-03-05,2024,Mar,Yes,No,No,Secure,True,0
R0898,Male,25-34,5,Central Highlands,North Valley,District A,2024-02-04,2024,Feb,Yes,No,No,Insecure,False,3
R0899,Female,50+,10,Central Highlands,East Plains,District B,2024-04-15,2024,Apr,Yes,Yes,Yes,Insecure,True,0
R0900,Female,35-49,10,Central Highlands,South Ridge,District C,2024-02-29,2024,Feb,No,Yes,No,Insecure,True,0
R0901,Female,18-24,10,Central Highlands,North Valley,District B,2024-03-27,2024,Mar,Yes,No,Yes,Insecure,True,0
R0902,Female,35-49,6,Central Highlands,South Ridge,District A,2024-03-11,2024,Mar,Yes,Yes,No,Insecure,True,0
R0903,Female,50+,1,Central Highlands,North Valley,District B,2024-04-03,2024,Apr,Yes,Yes,No,Insecure,True,0
R0904,Male,50+,5,Central Highlands,South Ridge,District B,2024-02-28,2024,Feb,Yes,No,Yes,Insecure,True,0
R0905,Male,50+,4,Central Highlands,South Ridge,District A,2024-04-09,2024,Apr,Yes,No,No,Insecure,False,3
R0906,Female,25-34,9,Central Highlands,East Plains,District A,2024-02-29,2024,Feb,No,Yes,No,Secure,False,2
R0907,Female,50+,7,Central Highlands,East Plains,District A,2024-02-07,2024,Feb,No,Yes,No,Secure,False,1
R0908,Female,35-49,3,Central Highlands,South Ridge,District B,2024-02-08,2024,Feb,No,Yes,Yes,Secure,False,3
R0909,Female,35-49,6,Central Highlands,South Ridge,District C,2024-04-20,2024,Apr,Yes,No,Yes,Insecure,False,3
R0910,Female,18-24,8,Central Highlands,North Valley,District C,2024-03-18,2024,Mar,Yes,No,Yes,Secure,False,1
R0911,Female,50+,5,Central Highlands,North Valley,District B,2024-03-20,2024,Mar,Yes,No,Yes,Insecure,False,1
R0912,Male,18-24,5,Central Highlands,East Plains,District B,2024-03-22,2024,Mar,Yes,No,Yes,Secure,True,0
R0913,Female,18-24,7,Central Highlands,North Valley,District A,2024-04-08,2024,Apr,Yes,Yes,No,Secure,True,0
R0914,Male,25-34,4,Central Highlands,South Ridge,District A,2024-02-22,2024,Feb,No,Yes,Yes,Secure,False,1
R0915,Female,25-34,6,Central Highlands,East Plains,District A,2024-01-02,2024,Jan,Yes,Yes,No,Insecure,False,3
R0916,Male,18-24,3,Central Highlands,North Valley,District C,2024-01-23,2024,Jan,No,Yes,No,Secure,True,0
R0917,Male,35-49,1,Central Highlands,East Plains,District B,2024-03-14,2024,Mar,No,No,No,Secure,True,0
R0918,Male,18-24,7,Central Highlands,North Valley,District C,2024-04-19,2024,Apr,No,Yes,No,Insecure,False,2
R0919,Female,18-24,8,Central Highlands,North Valley,District B,2024-03-04,2024,Mar,No,Yes,No,Insecure,False,1
R0920,Female,35-49,7,Central Highlands,South Ridge,District A,2024-02-19,2024,Feb,No,Yes,No,Insecure,False,2
R0921,Male,35-49,2,Central Highlands,East Plains,District A,2024-03-05,2024,Mar,No,Yes,No,Insecure,False,1
R0922,Female,50+,4,Central Highlands,South Ridge,District C,2024-03-02,2024,Mar,No,Yes,Yes,Secure,False,1
R0923,Female,25-34,4,Central Highlands,North Valley,District A,2024-03-19,2024,Mar,Yes,No,Yes,Insecure,False,2
R0924,Female,18-24,9,Central Highlands,East Plains,District C,2024-03-21,2024,Mar,No,No,Yes,Insecure,True,0
R0925,Male,35-49,4,Central Highlands,North Valley,District C,2024-01-19,2024,Jan,No,No,No,Insecure,False,2
R0926,Female,35-49,2,Central Highlands,North Valley,District B,2024-04-07,2024,Apr,Yes,Yes,No,Secure,True,0
R0927,Female,18-24,1,Central Highlands,East Plains,District B,2024-03-12,2024,Mar,Yes,No,Yes,Insecure,True,0
R0928,Female,25-34,8,Central Highlands,East Plains,District A,2024-03-11,2024,Mar,No,Yes,Yes,Insecure,True,0
R0929,Male,35-49,9,Central Highlands,North Valley,District A,2024-02-02,2024,Feb,No,No,No,Insecure,False,1
R0930,Female,18-24,9,Central Highlands,North Valley,District B,2024-01-14,2024,Jan,Yes,Yes,No,Secure,False,1
R0931,Female,35-49,3,Central Highlands,East Plains,District C,2024-02-21,2024,Feb,No,No,Yes,Insecure,True,0
